ID,Purchasing_Document_Number,Item_Number_of_Purchasing_Document,Is_the_order_deleted,Purchasing_Document_Item _Date,Material_Number,Net_Price_in_Purchasing_Document_(in Document Currency),Account_Assignment_Category,Created_On,Flag_Material_for_Deletion_at_Client_Level,Base_Unit_of_Measure,Net_Weight
4500172766_520,4500172766,520,,2023-11-07,,10000,Partnership,,,,
4500172812_290,4500172812,290,,2023-11-07,,10000,Partnership,,,,
4500172812_20,4500172812,20,,2023-11-07,,10000,Partnership,,,,
4500172812_30,4500172812,30,,2023-11-07,,10000,Partnership,,,,
4500172882_1,4500172882,1,,2023-11-07,,10000,Partnership,,,,
4500172282_10,4500172282,10,,2023-11-07,58200551,6170,Vendor,2023-09-21,,KG,10.0
4500172879_1,4500172879,1,,2023-11-07,,176340,Partnership,,,,
4500172812_40,4500172812,40,,2023-11-07,,10000,Partnership,,,,
4210141403_20,4210141403,20,,2023-11-07,7052399,10000,Vendor,2022-02-01,,UN,0.0
4210141403_10,4210141403,10,,2023-11-07,7052396,10000,Vendor,2022-02-01,,UN,0.0
4500172860_1,4500172860,1,,2023-11-07,,746000,Partnership,,,,
4210141093_10,4210141093,10,,2023-11-07,7013230,10000,Vendor,2005-12-03,,UN,0.0
4210140328_10,4210140328,10,,2023-11-07,7004641,128500,Vendor,2005-12-03,,UN,0.0
4210140328_20,4210140328,20,,2023-11-07,7001418,72600,Vendor,2005-12-03,,UN,0.0
4500172839_1,4500172839,1,,2023-11-07,,49850,Partnership,,,,
4210139971_10,4210139971,10,,2023-11-07,,5130,Partnership,,,,
4210141417_30,4210141417,30,,2023-11-07,7054438,10000,Vendor,2023-10-24,,UN,0.0
4300012602_30,4300012602,30,,2023-11-07,58071449,7340,Vendor,2014-07-21,,L,0.0
4500172766_530,4500172766,530,,2023-11-07,,10000,Partnership,,,,
4500172766_440,4500172766,440,,2023-11-07,,10000,Partnership,,,,
45005906_10,45005906,10,,2023-11-07,100136,10000,Vendor,2019-04-19,,KG,15.0
4210141418_10,4210141418,10,,2023-11-07,,5130,Partnership,,,,
4500172766_470,4500172766,470,,2023-11-07,,10000,Partnership,,,,
4500172766_490,4500172766,490,,2023-11-07,,5780,Partnership,,,,
4210141417_10,4210141417,10,,2023-11-07,7023647,10000,Vendor,2007-12-18,,UN,0.0
4210141417_60,4210141417,60,,2023-11-07,7023495,10000,Vendor,2007-12-18,,UN,0.0
4210141417_50,4210141417,50,,2023-11-07,7023716,10000,Vendor,2007-12-18,,UN,0.0
4300012603_10,4300012603,10,,2023-11-07,58090049,10000,Vendor,2014-07-22,,L,0.0
4210141405_10,4210141405,10,,2023-11-07,7004017,10000,Vendor,2005-12-03,,UN,0.0
4500172843_10,4500172843,10,,2023-11-07,55047521,10000,Vendor,2020-10-29,,KG,10.0
4300012636_10,4300012636,10,,2023-11-07,58180102,10000,Vendor,2017-11-21,,L,0.0
4500172841_10,4500172841,10,,2023-11-07,55059501,10000,Vendor,2020-10-29,,KG,20.0
4500172766_330,4500172766,330,,2023-11-07,,6300,Partnership,,,,
4210141396_10,4210141396,10,,2023-11-07,,369000,Partnership,,,,
4210141373_10,4210141373,10,,2023-11-07,7012705,10000,Vendor,2005-12-03,,UN,0.0
4500172766_310,4500172766,310,,2023-11-07,,10000,Partnership,,,,
4210140914_10,4210140914,10,,2023-11-07,,5130,Partnership,,,,
4210141417_40,4210141417,40,,2023-11-07,7052468,10000,Vendor,2022-02-10,,UN,0.0
4500172766_600,4500172766,600,,2023-11-07,,10000,Partnership,,,,
4210141417_20,4210141417,20,,2023-11-07,7023262,10000,Vendor,2007-12-18,,UN,0.0
4500172840_10,4500172840,10,,2023-11-07,55052611,10000,Vendor,2020-10-29,,KG,20.0
4500172889_1,4500172889,1,,2023-11-07,,10000,Partnership,,,,
4500172766_340,4500172766,340,,2023-11-07,,5910,Partnership,,,,
4220039472_10,4220039472,10,,2023-11-07,,3008000,Partnership,,,,
4210141385_10,4210141385,10,,2023-11-07,,10000,Partnership,,,,
4220039414_10,4220039414,10,,2023-11-07,,10000,Partnership,,,,
4210141408_10,4210141408,10,,2023-11-07,7021134,10000,Vendor,2007-12-18,,UN,0.0
4210141093_20,4210141093,20,,2023-11-07,7040459,10000,Vendor,2014-06-19,,UN,0.0
4210141093_30,4210141093,30,,2023-11-07,7020219,211700,Vendor,2007-04-24,,UN,0.0
4500172766_110,4500172766,110,,2023-11-07,,6950,Partnership,,,,
4500172766_300,4500172766,300,,2023-11-07,,10000,Partnership,,,,
4210140328_30,4210140328,30,,2023-11-07,7004646,129800,Vendor,2005-12-03,,UN,0.0
4500172766_320,4500172766,320,,2023-11-07,,10000,Partnership,,,,
4210140328_40,4210140328,40,,2023-11-07,7004649,82350,Vendor,2005-12-03,,UN,0.0
4210140470_10,4210140470,10,,2023-11-07,7042100,83130,Vendor,2015-05-15,,UN,0.0
6000037740_20,6000037740,20,,2023-11-07,7028212,5000,Vendor,2007-12-18,,UN,0.0
4500172766_350,4500172766,350,,2023-11-07,,5780,Partnership,,,,
6000037740_30,6000037740,30,,2023-11-07,7051486,5000,Vendor,2021-05-06,,UN,0.0
4210141411_10,4210141411,10,,2023-11-07,,741710,Partnership,,,,
6000037740_90,6000037740,90,,2023-11-07,7026719,5000,Vendor,2007-12-18,,UN,0.0
4500172766_370,4500172766,370,,2023-11-07,,6950,Partnership,,,,
6000037740_70,6000037740,70,,2023-11-07,7052083,5000,Vendor,2021-10-18,,UN,0.0
6000037740_60,6000037740,60,,2023-11-07,7042727,5000,Vendor,2015-10-29,,UN,0.0
4500172766_420,4500172766,420,,2023-11-07,,6950,Partnership,,,,
6000037740_50,6000037740,50,,2023-11-07,7050749,5000,Vendor,2020-11-17,,UN,0.0
4500172817_10,4500172817,10,,2023-11-07,8039485,10000,Vendor,2023-04-18,,UN,0.0
6000037740_40,6000037740,40,,2023-11-07,7050748,5000,Vendor,2020-11-17,,UN,0.0
4500172865_1,4500172865,1,,2023-11-07,,112770,Partnership,,,,
4500172766_430,4500172766,430,,2023-11-07,,10000,Partnership,,,,
4500172766_450,4500172766,450,,2023-11-07,,7600,Partnership,,,,
4500172766_460,4500172766,460,,2023-11-07,,10000,Partnership,,,,
4210139109_20,4210139109,20,,2023-11-07,,28270,Partnership,,,,
4210139109_10,4210139109,10,,2023-11-07,,28270,Partnership,,,,
6000037740_80,6000037740,80,,2023-11-07,7041275,5000,Vendor,2014-12-03,,UN,0.0
4500170146_10,4500170146,10,,2023-11-07,33350501,10000,Vendor,1998-10-17,,KG,20.0
4500172812_70,4500172812,70,,2023-11-07,,10000,Partnership,,,,
4500172812_140,4500172812,140,,2023-11-07,,10000,Partnership,,,,
4210141390_10,4210141390,10,,2023-11-07,,10000,Partnership,,,,
4500172866_1,4500172866,1,,2023-11-07,,318040,Partnership,,,,
4210141390_40,4210141390,40,,2023-11-07,,10000,Partnership,,,,
4220039966_10,4220039966,10,,2023-11-07,,115500,Partnership,,,,
4210141390_30,4210141390,30,,2023-11-07,,10000,Partnership,,,,
4210140153_10,4210140153,10,,2023-11-07,7020013,5130,Vendor,2007-04-24,,UN,0.0
4210140153_20,4210140153,20,,2023-11-07,7020013,10000,Partnership,2007-04-24,,UN,0.0
4210140530_10,4210140530,10,,2023-11-07,,56610,Partnership,,,,
4220039966_30,4220039966,30,,2023-11-07,,114200,Partnership,,,,
4220039966_20,4220039966,20,,2023-11-07,,115500,Partnership,,,,
4300012602_20,4300012602,20,,2023-11-07,31021004,12540,Vendor,2017-12-20,,KG,10.0
4210140530_40,4210140530,40,,2023-11-07,,14230,Partnership,,,,
4210141390_20,4210141390,20,,2023-11-07,,10000,Partnership,,,,
4500172811_10,4500172811,10,,2023-11-07,,10000,Partnership,,,,
4210141414_30,4210141414,30,,2023-11-07,,10000,Partnership,,,,
4210141414_10,4210141414,10,,2023-11-07,,10000,Partnership,,,,
4500172861_1,4500172861,1,,2023-11-07,,132270,Partnership,,,,
4210141414_20,4210141414,20,,2023-11-07,,10000,Partnership,,,,
5500008208_10,5500008208,10,,2023-11-07,960002,10000,Vendor,2017-06-09,,UN,0.0
4500172810_10,4500172810,10,,2023-11-07,,10000,Partnership,,,,
4220039963_10,4220039963,10,,2023-11-07,,1370000,Partnership,,,,
4500172812_380,4500172812,380,,2023-11-07,,10000,Partnership,,,,
4500172831_10,4500172831,10,,2023-11-07,,10000,Partnership,,,,
4500172812_390,4500172812,390,,2023-11-07,,10000,Partnership,,,,
4500172856_1,4500172856,1,,2023-11-07,,135000,Partnership,,,,
4220039663_10,4220039663,10,,2023-11-07,,980000,Partnership,,,,
4500172812_320,4500172812,320,,2023-11-07,,10000,Partnership,,,,
4500172812_250,4500172812,250,,2023-11-07,,10000,Partnership,,,,
4500172872_10,4500172872,10,,2023-11-07,55071601,10000,Vendor,2020-10-29,,KG,20.0
4500172812_240,4500172812,240,,2023-11-07,,10000,Partnership,,,,
4500172853_1,4500172853,1,,2023-11-07,,10000,Partnership,,,,
4210141412_10,4210141412,10,,2023-11-07,7044835,12670,Vendor,2017-02-01,,UN,0.0
4500172874_1,4500172874,1,,2023-11-07,,10000,Partnership,,,,
4500172812_300,4500172812,300,,2023-11-07,,10000,Partnership,,,,
4500172846_1,4500172846,1,,2023-11-07,,10000,Partnership,,,,
4500172847_1,4500172847,1,,2023-11-07,,10000,Partnership,,,,
4500172812_310,4500172812,310,,2023-11-07,,10000,Partnership,,,,
4500172812_410,4500172812,410,,2023-11-07,,10000,Partnership,,,,
4500172836_1,4500172836,1,,2023-11-07,,145400,Partnership,,,,
4500172812_420,4500172812,420,,2023-11-07,,10000,Partnership,,,,
4500172812_10,4500172812,10,,2023-11-07,,10000,Partnership,,,,
4500172812_260,4500172812,260,,2023-11-07,,10000,Partnership,,,,
4500172812_280,4500172812,280,,2023-11-07,,10000,Partnership,,,,
4500172812_170,4500172812,170,,2023-11-07,,10000,Partnership,,,,
4500172890_1,4500172890,1,,2023-11-07,,10000,Partnership,,,,
4500172812_180,4500172812,180,,2023-11-07,,10000,Partnership,,,,
4210140530_30,4210140530,30,,2023-11-07,,56610,Partnership,,,,
4210141412_20,4210141412,20,,2023-11-07,7044829,10000,Vendor,2017-02-01,,UN,0.0
4500172876_1,4500172876,1,,2023-11-07,,205720,Partnership,,,,
4210140530_20,4210140530,20,,2023-11-07,,56610,Partnership,,,,
4500172812_190,4500172812,190,,2023-11-07,,10000,Partnership,,,,
4500172538_10,4500172538,10,,2023-11-07,8040906,10000,Vendor,2023-08-31,,L,0.0
4500172813_10,4500172813,10,,2023-11-07,8041451,5000,Vendor,2023-10-31,,UN,0.0
4500172871_1,4500172871,1,,2023-11-07,,226000,Partnership,,,,
4500172812_200,4500172812,200,,2023-11-07,,10000,Partnership,,,,
4500172812_220,4500172812,220,,2023-11-07,,10000,Partnership,,,,
4500172812_230,4500172812,230,,2023-11-07,,10000,Partnership,,,,
4210140331_20,4210140331,20,,2023-11-07,7004795,115500,Vendor,2005-12-03,,UN,0.0
4210141390_50,4210141390,50,,2023-11-07,,10000,Partnership,,,,
4500172872_20,4500172872,20,,2023-11-07,55071601,10000,Vendor,2020-10-29,,KG,20.0
4500172835_10,4500172835,10,,2023-11-07,55087102,10000,Vendor,2021-09-06,,KG,5.0
4500172878_1,4500172878,1,,2023-11-07,,10000,Partnership,,,,
4500172812_360,4500172812,360,,2023-11-07,,10000,Partnership,,,,
4300012776_10,4300012776,10,,2023-11-07,30040005,10000,Vendor,2006-06-01,,KG,25.0
4500172812_340,4500172812,340,,2023-11-07,,10000,Partnership,,,,
4500172812_400,4500172812,400,,2023-11-07,,10000,Partnership,,,,
4500172812_90,4500172812,90,,2023-11-07,,10000,Partnership,,,,
4500172864_1,4500172864,1,,2023-11-07,,97950,Partnership,,,,
4500170138_10,4500170138,10,,2023-11-07,55067807,10000,Vendor,2021-02-23,,KG,5.0
4210140110_10,4210140110,10,,2023-11-07,7043019,10000,Vendor,2015-12-24,,UN,0.0
4500172766_540,4500172766,540,,2023-11-07,,5910,Partnership,,,,
4500172880_1,4500172880,1,,2023-11-07,,10000,Partnership,,,,
4500172812_330,4500172812,330,,2023-11-07,,10000,Partnership,,,,
4210140958_60,4210140958,60,,2023-11-07,7040722,10000,Vendor,2014-09-10,,UN,0.0
4220039962_10,4220039962,10,,2023-11-07,,1305000,Partnership,,,,
4500172877_1,4500172877,1,,2023-11-07,,10000,Partnership,,,,
4500172868_1,4500172868,1,,2023-11-07,,10000,Partnership,,,,
4500172812_350,4500172812,350,,2023-11-07,,10000,Partnership,,,,
4500172812_130,4500172812,130,,2023-11-07,,10000,Partnership,,,,
4500170591_20,4500170591,20,,2023-11-07,166417,10000,Vendor,2022-10-05,,KG,20.0
5500008260_10,5500008260,10,,2023-11-07,910817,10000,Vendor,2008-02-19,,UN,0.0
6000037739_10,6000037739,10,,2023-11-07,,5000,Vendor,,,,
4500172812_150,4500172812,150,,2023-11-07,,10000,Partnership,,,,
4220038391_30,4220038391,30,,2023-11-07,,10000,Partnership,,,,
4500172885_1,4500172885,1,,2023-11-07,,10000,Partnership,,,,
4220038391_10,4220038391,10,,2023-11-07,,1825000,Partnership,,,,
4210141407_10,4210141407,10,,2023-11-07,7042780,10000,Vendor,2015-11-06,,UN,0.0
4500172820_10,4500172820,10,,2023-11-07,,10000,Partnership,,,,
4500172912_140,4500172912,140,,2023-11-08,,10000,Partnership,,,,
4220039971_10,4220039971,10,,2023-11-08,,168280,Partnership,,,,
4210141424_60,4210141424,60,,2023-11-08,7042727,17870,Vendor,2015-10-29,,UN,0.0
4210141424_90,4210141424,90,,2023-11-08,7026719,10000,Vendor,2007-12-18,,UN,0.0
6000037745_10,6000037745,10,,2023-11-08,7011558,5000,Vendor,2005-12-03,,UN,0.0
6000037744_30,6000037744,30,,2023-11-08,7053329,5000,Vendor,2022-09-29,,UN,0.0
4210141424_10,4210141424,10,,2023-11-08,7036070,10000,Vendor,2012-06-12,,UN,0.0
4210141424_50,4210141424,50,,2023-11-08,7050749,10000,Vendor,2020-11-17,,UN,0.0
4210141424_80,4210141424,80,,2023-11-08,7041275,11370,Vendor,2014-12-03,,UN,0.0
6000037744_20,6000037744,20,,2023-11-08,7053448,5000,Vendor,2022-11-17,,UN,0.0
4500172912_80,4500172912,80,,2023-11-08,,10000,Partnership,,,,
4500172938_10,4500172938,10,,2023-11-08,55052527,10000,Vendor,2020-10-29,,KG,10.0
6000037744_10,6000037744,10,,2023-11-08,7053577,5000,Vendor,2022-12-22,,UN,0.0
4500172912_60,4500172912,60,,2023-11-08,,10000,Partnership,,,,
4500172634_10,4500172634,10,,2023-11-08,55074012,10000,Vendor,2021-04-23,,KG,25.0
4500172912_50,4500172912,50,,2023-11-08,,10000,Partnership,,,,
4210141426_10,4210141426,10,,2023-11-08,,785000,Partnership,,,,
4210141432_20,4210141432,20,,2023-11-08,7053448,10000,Vendor,2022-11-17,,UN,0.0
4210141425_10,4210141425,10,,2023-11-08,,1175000,Partnership,,,,
4500172905_10,4500172905,10,,2023-11-08,8025973,10000,Partnership,2015-04-02,,UN,0.0
4500172949_1,4500172949,1,,2023-11-08,,10000,Partnership,,,,
4500172894_10,4500172894,10,,2023-11-08,8028245,10000,Vendor,2018-07-11,,UN,0.0
4500172948_1,4500172948,1,,2023-11-08,,10000,Partnership,,,,
4210141432_30,4210141432,30,,2023-11-08,7053329,10000,Vendor,2022-09-29,,UN,0.0
4300012939_10,4300012939,10,,2023-11-08,30040005,10000,Vendor,2006-06-01,,KG,25.0
4210135913_160,4210135913,160,,2023-11-08,7026095,10000,Vendor,2007-12-18,,UN,0.0
4210141432_40,4210141432,40,,2023-11-08,7054485,10000,Vendor,2023-11-03,,UN,0.0
4500172912_10,4500172912,10,,2023-11-08,,10000,Partnership,,,,
4210141424_30,4210141424,30,,2023-11-08,7051486,10000,Vendor,2021-05-06,,UN,0.0
4500172912_40,4500172912,40,,2023-11-08,,10000,Partnership,,,,
4500172912_30,4500172912,30,,2023-11-08,,10000,Partnership,,,,
4500172912_20,4500172912,20,,2023-11-08,,10000,Partnership,,,,
4500172898_70,4500172898,70,,2023-11-08,,10000,Partnership,,,,
4210141424_20,4210141424,20,,2023-11-08,7028212,10000,Vendor,2007-12-18,,UN,0.0
4500172939_10,4500172939,10,,2023-11-08,55052518,10000,Vendor,2020-10-29,,KG,5.0
4500172947_1,4500172947,1,,2023-11-08,,10000,Partnership,,,,
4300012940_10,4300012940,10,,2023-11-08,30040005,10000,Vendor,2006-06-01,,KG,25.0
4500172933_1,4500172933,1,,2023-11-08,,10000,Partnership,,,,
4500172912_130,4500172912,130,,2023-11-08,,10000,Partnership,,,,
4500172912_100,4500172912,100,,2023-11-08,,10000,Partnership,,,,
6000037744_40,6000037744,40,,2023-11-08,7054485,5000,Vendor,2023-11-03,,UN,0.0
4210141421_60,4210141421,60,,2023-11-08,,10000,Partnership,,,,
4400010256_10,4400010256,10,,2023-11-08,58200449,10000,Vendor,2021-09-23,,L,0.0
4400010255_10,4400010255,10,,2023-11-08,58200449,10000,Vendor,2021-09-23,,L,0.0
4210141421_50,4210141421,50,,2023-11-08,,10000,Partnership,,,,
4210141421_40,4210141421,40,,2023-11-08,,10000,Partnership,,,,
4220039944_20,4220039944,20,,2023-11-08,,10000,Partnership,,,,
4500172934_10,4500172934,10,,2023-11-08,55074012,10000,Vendor,2021-04-23,,KG,25.0
4210141421_20,4210141421,20,,2023-11-08,,10000,Partnership,,,,
4500172912_90,4500172912,90,,2023-11-08,,10000,Partnership,,,,
4300012720_10,4300012720,10,,2023-11-08,56590158,10000,Vendor,2014-10-07,,KG,5.0
5500008251_10,5500008251,10,,2023-11-08,177204,113550,Vendor,1999-04-01,,KG,10.0
4500172908_30,4500172908,30,,2023-11-08,55045601,10000,Vendor,2019-07-15,,KG,20.0
4210141419_10,4210141419,10,,2023-11-08,,5130,Partnership,,,,
4500172931_10,4500172931,10,,2023-11-08,,10000,Partnership,,,,
4300012796_10,4300012796,10,,2023-11-08,50050926,26840,Vendor,2018-04-11,,KG,25.0
4500172930_10,4500172930,10,,2023-11-08,,10000,Partnership,,,,
6000037742_10,6000037742,10,,2023-11-08,7046802,5000,Vendor,2018-05-21,,UN,0.0
4500172950_1,4500172950,1,,2023-11-08,,44000,Partnership,,,,
4500172928_10,4500172928,10,,2023-11-08,58200449,5910,Partnership,2021-09-23,,L,0.0
4500172908_10,4500172908,10,,2023-11-08,55045601,10000,Vendor,2019-07-15,,KG,20.0
4500172927_10,4500172927,10,,2023-11-08,58200449,5910,Partnership,2021-09-23,,L,0.0
4400010257_10,4400010257,10,,2023-11-08,58200449,10000,Vendor,2021-09-23,,L,0.0
4500172912_120,4500172912,120,,2023-11-08,,10000,Partnership,,,,
5500008266_10,5500008266,10,,2023-11-08,122006,10000,Vendor,1998-08-28,,KG,15.0
4500172925_20,4500172925,20,,2023-11-08,8023218,10000,Vendor,2014-01-10,,UN,0.0
4500172900_10,4500172900,10,,2023-11-08,8027160,10000,Vendor,2016-08-22,,L,0.0
4220039969_10,4220039969,10,,2023-11-08,,785205000,Partnership,,,,
4500172912_110,4500172912,110,,2023-11-08,,10000,Partnership,,,,
4220039973_10,4220039973,10,,2023-11-08,,283405000,Partnership,,,,
5500008239_10,5500008239,10,,2023-11-08,133301,43220,Vendor,1998-08-28,,KG,10.0
4500172908_20,4500172908,20,,2023-11-08,55045601,10000,Vendor,2019-07-15,,KG,20.0
4220039974_10,4220039974,10,,2023-11-08,,19505000,Partnership,,,,
4210141449_10,4210141449,10,,2023-11-08,,10000,Partnership,,,,
4210141434_10,4210141434,10,,2023-11-08,,10000,Partnership,,,,
4210141448_10,4210141448,10,,2023-11-08,,10000,Partnership,,,,
4500172908_40,4500172908,40,,2023-11-08,55045601,10000,Vendor,2019-07-15,,KG,20.0
4210141420_10,4210141420,10,,2023-11-08,7054506,44000,Vendor,2023-11-07,,UN,0.0
4210141420_30,4210141420,30,,2023-11-08,7054506,44000,Vendor,2023-11-07,,UN,0.0
4210141420_20,4210141420,20,,2023-11-08,7002565,29700,Vendor,2005-12-03,,M,0.0
4210141438_10,4210141438,10,,2023-11-08,,193500,Partnership,,,,
4500172925_10,4500172925,10,,2023-11-08,8032569,10000,Vendor,2022-06-19,,UN,0.0
4210141446_10,4210141446,10,,2023-11-08,,10000,Partnership,,,,
4500172908_50,4500172908,50,,2023-11-08,55044201,10000,Vendor,2019-07-15,,KG,5.0
4210141421_10,4210141421,10,,2023-11-08,,33470,Partnership,,,,
4210141421_30,4210141421,30,,2023-11-08,,10000,Partnership,,,,
4230002802_10,4230002802,10,,2023-11-08,,10000,Partnership,,,,
4500172944_1,4500172944,1,,2023-11-08,,10000,Partnership,,,,
4210141432_10,4210141432,10,,2023-11-08,7053577,10000,Vendor,2022-12-22,,UN,0.0
4500172912_70,4500172912,70,,2023-11-08,,10000,Partnership,,,,
4210141424_40,4210141424,40,,2023-11-08,7050748,10000,Vendor,2020-11-17,,UN,0.0
4210141429_130,4210141429,130,,2023-11-08,,10000,Partnership,,,,
4210141429_120,4210141429,120,,2023-11-08,,10000,Partnership,,,,
4500172940_1,4500172940,1,,2023-11-08,,10000,Partnership,,,,
4210141429_110,4210141429,110,,2023-11-08,,10000,Partnership,,,,
4300013161_10,4300013161,10,,2023-11-08,9000040,10000,Partnership,2010-10-02,,UN,0.0
4210141366_10,4210141366,10,,2023-11-08,,938400,Partnership,,,,
4210141429_100,4210141429,100,,2023-11-08,,10000,Partnership,,,,
4210141436_10,4210141436,10,,2023-11-08,,1012500,Partnership,,,,
4210141429_70,4210141429,70,,2023-11-08,,10000,Partnership,,,,
4000006669_10,4000006669,10,,2023-11-08,56590248,10000,Vendor,2017-08-29,,KG,20.0
4500172898_10,4500172898,10,,2023-11-08,,10000,Partnership,,,,
4210141339_10,4210141339,10,,2023-11-08,7037634,10000,Vendor,2012-11-09,,UN,0.0
4210141429_140,4210141429,140,,2023-11-08,,10000,Partnership,,,,
4500172898_20,4500172898,20,,2023-11-08,,10000,Partnership,,,,
4300013163_10,4300013163,10,,2023-11-08,9000040,10000,Partnership,2010-10-02,,UN,0.0
4210141429_60,4210141429,60,,2023-11-08,,10000,Partnership,,,,
4300013162_10,4300013162,10,,2023-11-08,9000040,10000,Partnership,2010-10-02,,UN,0.0
4500172929_20,4500172929,20,,2023-11-08,,10000,Partnership,,,,
4210141431_10,4210141431,10,,2023-11-08,,216900,Partnership,,,,
4500172929_10,4500172929,10,,2023-11-08,,10000,Partnership,,,,
4210141422_10,4210141422,10,,2023-11-08,,71170,Partnership,,,,
4210141439_10,4210141439,10,,2023-11-08,,33080,Partnership,,,,
4500172902_1,4500172902,1,,2023-11-08,,5000,Partnership,,,,
4210141429_50,4210141429,50,,2023-11-08,,10000,Partnership,,,,
4500172903_1,4500172903,1,,2023-11-08,,5000,Partnership,,,,
4210141429_90,4210141429,90,,2023-11-08,,10000,Partnership,,,,
4500172898_40,4500172898,40,,2023-11-08,,10000,Partnership,,,,
4210141423_10,4210141423,10,,2023-11-08,,10000,Partnership,,,,
4500172935_10,4500172935,10,,2023-11-08,55074608,10000,Partnership,2023-11-07,,KG,10.0
4210141429_160,4210141429,160,,2023-11-08,,10000,Partnership,,,,
4210141429_10,4210141429,10,,2023-11-08,,10000,Partnership,,,,
4210141429_150,4210141429,150,,2023-11-08,,10000,Partnership,,,,
4210141429_20,4210141429,20,,2023-11-08,,10000,Partnership,,,,
45005996_10,45005996,10,,2023-11-08,100222,10000,Vendor,2019-04-19,,KG,5.0
4300013167_10,4300013167,10,,2023-11-08,55047801,10000,Vendor,2019-07-29,,KG,20.0
4220039953_10,4220039953,10,,2023-11-08,,246800,Partnership,,,,
4300013166_10,4300013166,10,,2023-11-08,55047801,10000,Vendor,2019-07-29,,KG,20.0
4300012865_10,4300012865,10,,2023-11-08,55047501,5390,Vendor,2019-07-29,,KG,25.0
4220039975_10,4220039975,10,,2023-11-08,,101200,Partnership,,,,
